noise_strength,dataset,algorithm,status,n_features,r2,rmse,complexity,complexity_unified,seconds,error,expr
0.1,547_no2,ffx,ok,7.0,-13.00071132029164,2.365946048588683,2384.0,2694.0,27.1,,"-2.95 - 296*max(0,-0.146-X0) * max(0,-1.24-X3) - 110*max(0,X2-1.49) * max(0,-1.53-X0) - 104*max(0,X4-1.29) * max(0,X6-0.722) - 94.6*max(0,-1.53-X0) * max(0,X6-1.10) + 81.0*max(0,X2-1.49) * max(0,X6-1.10) - 50.0*max(0,X2-1.49) * max(0,-2.11-X3) + 41.3*max(0,-1.53-X0) * max(0,X6-0.722) + 40.1*max(0,-1.53-X0) * max(0,-0.787-X6) + 39.8*max(0,X4-0.769) * max(0,X6-1.10) + 34.4*max(0,X4-1.29) * max(0,-2.11-X3) + 33.5*max(0,X4-0.769) * max(0,X6-0.722) + 32.8*max(0,-0.146-X0) * max(0,X6-1.10) + 25.7*max(0,-0.410-X6) * max(0,-0.787-X6) - 24.0*max(0,-1.53-X0) * max(0,X4-0.769) - 23.3*abs(X4) * max(0,X6-1.10) + 20.2*max(0,X4-1.29) * max(0,-0.0463-X1) - 18.9*max(0,-0.146-X0) * max(0,-0.787-X6) + 18.7*max(0,X0+0.146) * max(0,X6-1.10) - 17.7*max(0,X4-1.29) * max(0,X6-1.10) - 17.1*abs(X0) * max(0,X6-1.10) + 16.8*max(0,-1.53-X0) * max(0,-0.276-X4) + 16.5*max(0,X1+0.0463) * max(0,X4-1.29) - 16.1*max(0,-0.410-X6) * max(0,X4-1.29) + 14.8*max(0,X4-1.81) - 12.6*abs(X2) * max(0,X6-0.722) + 12.5*abs(X2) * max(0,X6-1.10) + 12.2*abs(X0) * max(0,-0.787-X6) + 10.8*abs(X6) * max(0,X6-1.10) + 10.7*max(0,X2-1.49) * max(0,-0.787-X6) - 10.6*max(0,X2-1.49) * max(0,-0.410-X6) + 10.1*max(0,X1+0.0463) * max(0,-1.53-X0) + 9.68*max(0,-0.276-X4) * max(0,X6-1.10) - 9.00*max(0,-0.410-X6) * max(0,-0.146-X0) - 8.89*max(0,X4-0.769) + 8.67*abs(X1) * max(0,X4-1.29) - 8.25*abs(X1) * max(0,X4-0.769) - 8.15*max(0,-0.787-X6) + 8.13*max(0,-1.53-X0) * max(0,X4-1.29) - 8.08*abs(X2) * max(0,-0.787-X6) - 7.97*max(0,X0+0.146) * max(0,-0.787-X6) - 7.55*max(0,X1-2.25) + 7.41*max(0,X4-1.29) - 7.13*max(0,-0.410-X6) * max(0,X0+0.146) - 7.00*abs(X6) * max(0,-1.53-X0) + 6.93*max(0,-0.410-X6) * abs(X0) - 6.91*max(0,X4-1.29) * max(0,X4-0.769) - 6.88*max(0,X3-2.21) - 6.67*abs(X2) * max(0,X4-1.29) - 6.49*max(0,-0.0463-X1) * max(0,-0.787-X6) - 6.43*max(0,X4-0.769) * max(0,-1.24-X3) + 6.37*abs(X2) * max(0,X4-0.769) - 6.23*max(0,X4-0.769) * max(0,-2.11-X3) + 6.09*max(0,X2-1.49) * max(0,-0.146-X0) - 6.07*max(0,X2-2.78) + 6.04*max(0,X2-1.49) * abs(X0) + 5.93*max(0,X4-1.29) * abs(X0) - 5.80*max(0,X6-0.722) * max(0,X6-1.10) - 5.55*max(0,-0.410-X6) * max(0,-2.11-X3) - 5.23*max(0,-1.53-X0) * abs(X0) + 5.19*max(0,X3-1.35) + 4.89*abs(X4) * max(0,-2.11-X3) - 4.80*max(0,-1.53-X0) - 4.69*max(0,X4-1.29) * max(0,-0.787-X6) + 4.57*abs(X2) * max(0,-1.53-X0) - 4.46*max(0,X1+0.0463) * max(0,-0.146-X0) + 4.44*abs(X1) * max(0,X6-1.10) + 4.44*abs(X6) + 4.35*max(0,-0.146-X0) * max(0,X4-1.29) - 4.33*abs(X6) * max(0,-0.787-X6) + 4.28*abs(X1) * max(0,-1.53-X0) - 4.27*abs(X0) * max(0,X6-0.722) + 4.19*max(0,-0.0463-X1) * max(0,X6-0.722) - 3.91*abs(X4) * max(0,X6-0.722) + 3.87*max(0,X2-1.49) * max(0,X4-0.769) + 3.85*max(0,X1+0.0463) * max(0,X2-1.49) - 3.71*max(0,X2-2.14) - 3.63*max(0,-0.787-X6) * max(0,-0.276-X4) - 3.52*max(0,X0+0.146) * max(0,X4-0.769) + 3.51*max(0,-0.410-X6) * max(0,-0.0463-X1) + 3.47*max(0,-0.276-X4) * max(0,X6-0.722) - 3.35*abs(X4) * max(0,X4-1.29) + 3.26*abs(X0) * max(0,-2.11-X3) + 3.12*max(0,-0.146-X0) * max(0,X4-0.769) + 3.11*max(0,X0+0.146) * max(0,X6-0.722) + 3.10*abs(X6) * max(0,X4-0.769) + 3.09*max(0,0.191-X2) + 3.02*max(0,X0+0.146) - 2.98*max(0,X1+0.0463) * max(0,X0+0.146) - 2.92*max(0,-1.58-X1) + 2.87*abs(X2) * abs(X6) - 2.79*abs(X1) * max(0,-0.276-X4) - 2.79*abs(X6) * max(0,X0+0.146) + 2.70*abs(X0) - 2.67*abs(X0) * max(0,-0.0463-X1) - 2.63*abs(X2) * abs(X0) - 2.55*abs(X0) * max(0,-0.276-X4) - 2.51*max(0,X0+0.146) * max(0,-2.11-X3) + 2.34*abs(X1) * abs(X0) + 2.34*max(0,-0.410-X6) * max(0,-0.276-X4) - 2.32*max(0,X1+0.0463) * max(0,-0.410-X6) + 2.29*max(0,X2-1.49) * max(0,-0.0463-X1) + 2.24*max(0,X1+0.0463) * max(0,X6-1.10) - 2.13*max(0,X6-0.722) - 2.11*abs(X5) - 2.08*max(0,-1.07-X0) - 2.08*max(0,-0.949-X5) + 2.07*abs(X1) - 2.06*abs(X1) * max(0,-0.146-X0) + 2.05*max(0,-0.0463-X1) * max(0,X6-1.10) - 2.03*abs(X6) * max(0,-0.410-X6) + 2.01*max(0,X2-0.191) + 2.01*abs(X4) * abs(X0) - 1.96*max(0,-0.410-X6) - 1.83*max(0,X1-0.719) - 1.81*max(0,X1+0.0463) * max(0,-0.276-X4) + 1.81*max(0,X5-0.411) + 1.80*max(0,X1+0.0463) * abs(X4) + 1.80*max(0,X2-1.49) * abs(X6) + 1.72*abs(X4) * max(0,X0+0.146) - 1.71*max(0,-0.0463-X1) * max(0,X4-0.769) - 1.70*max(0,X1+0.0463) * max(0,-2.11-X3) + 1.68*abs(X2) * max(0,-2.11-X3) - 1.67*max(0,-2.11-X3) * max(0,X6-1.10) + 1.66*max(0,X1+0.0463) * abs(X0) + 1.66*abs(X4) * max(0,X4-0.769) - 1.58*max(0,-0.410-X6) * max(0,-1.24-X3) + 1.56*abs(X2) * max(0,-1.24-X3) - 1.53*max(0,X2-1.49) * max(0,-0.276-X4) + 1.53*abs(X4) * max(0,-0.0463-X1) + 1.47*abs(X1) * max(0,-0.787-X6) + 1.46*max(0,X6-0.345) + 1.45*max(0,-0.496-X5) + 1.36*abs(X1) * max(0,-0.0463-X1) - 1.36*max(0,X2-1.49) - 1.36*max(0,X5-0.864) + 1.33*max(0,-2.11-X3) - 1.31*max(0,-0.0463-X1) + 1.29*abs(X4) * max(0,-0.276-X4) - 1.28*abs(X4) - 1.28*X2**2 - 1.28*max(0,X0+0.146) * abs(X0) + 1.27*abs(X6) * abs(X4) - 1.27*max(0,-0.146-X0) * max(0,X6-0.722) + 1.26*max(0,X5-1.32) + 1.26*abs(X2) * max(0,X0+0.146) - 1.26*max(0,X1+0.0463) * abs(X2) + 1.26*max(0,-1.24-X3) * max(0,X6-1.10) - 1.11*abs(X6) * max(0,-0.276-X4) + 1.06*max(0,X5+0.0424) - 1.04*abs(X6) * abs(X0) + 1.03*max(0,X2-1.49) * max(0,X6-0.722) - 0.975*abs(X6) * max(0,-0.0463-X1) + 0.950*abs(X2) * max(0,-0.146-X0) + 0.926*max(0,0.411-X5) + 0.903*max(0,0.345-X6) + 0.886*abs(X1) * max(0,X2-1.49) + 0.864*max(0,-0.146-X0) * max(0,-0.0463-X1) - 0.848*abs(X4) * max(0,-0.787-X6) - 0.832*abs(X3) - 0.829*max(0,-0.457-X2) - 0.798*max(0,-0.146-X0) - 0.771*abs(X2) * max(0,-0.276-X4) - 0.760*abs(X1) * abs(X2) + 0.756*max(0,-1.24-X3) - 0.719*max(0,X1+0.0463) * max(0,-0.787-X6) - 0.650*max(0,0.864-X5) + 0.650*max(0,-0.607-X0) + 0.643*max(0,-0.276-X4) * max(0,-1.24-X3) - 0.642*max(0,X1+0.0463) * max(0,-1.24-X3) - 0.619*max(0,X0+0.146) * max(0,-0.0463-X1) - 0.603*max(0,X3+1.24) - 0.590*max(0,X0-0.315) + 0.580*max(0,-0.0424-X5) - 0.573*max(0,0.722-X6) + 0.572*abs(X1) * abs(X4) - 0.567*max(0,X4+0.276) - 0.508*max(0,X0+0.146) * max(0,-1.24-X3) + 0.490*max(0,X2-0.840) + 0.487*abs(X1) * max(0,X6-0.722) - 0.487*max(0,X1+0.0463) * abs(X6) - 0.486*max(0,X6+0.410) + 0.474*max(0,X3-0.482) - 0.471*abs(X1) * abs(X6) - 0.460*max(0,X2-1.49) * max(0,X0+0.146) + 0.459*max(0,-0.146-X0) * max(0,-0.276-X4) + 0.458*abs(X2) * max(0,-0.410-X6) + 0.453*max(0,-0.146-X0) * abs(X0) - 0.440*max(0,-0.812-X1) - 0.424*max(0,X6-1.10) - 0.415*max(0,-0.276-X4) - 0.413*X0 + 0.374*X0**2 - 0.367*X4 - 0.366*max(0,X2-1.49) * abs(X4) + 0.364*abs(X2) - 0.346*X1**2 - 0.344*max(0,-1.53-X0) * max(0,-0.146-X0) - 0.337*max(0,X0-0.776) + 0.328*max(0,1.32-X5) - 0.321*max(0,-0.798-X4) - 0.319*max(0,0.776-X0) + 0.307*max(0,-0.381-X3) - 0.293*max(0,X1+0.0463) * max(0,X4-0.769) + 0.289*max(0,-0.0323-X6) + 0.283*X1 - 0.270*max(0,0.840-X2) - 0.269*max(0,X1+0.0463) - 0.262*max(0,X4-0.247) + 0.223*max(0,-0.410-X6) * max(0,X4-0.769) + 0.210*max(0,X3+0.381) - 0.208*max(0,1.49-X2) + 0.205*abs(X1) * max(0,-0.410-X6) - 0.199*abs(X1) * max(0,-1.24-X3) + 0.184*X5**2 - 0.182*max(0,0.719-X1) - 0.177*max(0,0.482-X3) + 0.174*max(0,1.29-X4) - 0.173*abs(X6) * max(0,-0.146-X0) - 0.168*abs(X2) * max(0,-0.0463-X1) - 0.163*max(0,X5+0.949) - 0.161*max(0,-1.53-X0) * max(0,-0.0463-X1) - 0.155*max(0,X0+0.146) * max(0,-0.276-X4) + 0.153*max(0,X1-1.48) - 0.151*max(0,0.769-X4) - 0.148*max(0,X3+2.11) - 0.142*X3**2 - 0.126*max(0,X0+1.53) + 0.120*max(0,0.315-X0) + 0.119*X6**2 - 0.105*X4**2 - 0.100*abs(X1) * max(0,X0+0.146) - 0.0990*max(0,-1.53-X0) * max(0,-0.410-X6) - 0.0924*max(0,1.10-X6) + 0.0818*max(0,X2+0.457) + 0.0811*abs(X0) * max(0,-1.24-X3) - 0.0746*abs(X2) * abs(X4) - 0.0740*max(0,-0.0463-X1) * max(0,-0.276-X4) + 0.0691*max(0,2.78-X2) + 0.0665*max(0,-0.787-X6) * max(0,X4-0.769) + 0.0456*max(0,X0+0.146) * max(0,X4-1.29) - 0.0453*max(0,2.14-X2) - 0.0385*abs(X4) * max(0,-0.146-X0) - 0.0363*max(0,X0+0.607) - 0.0347*abs(X4) * max(0,-1.53-X0) + 0.0282*abs(X6) * max(0,X6-0.722) + 0.0259*abs(X0) * max(0,X4-0.769) + 0.0258*max(0,X6+0.787) - 0.0257*max(0,X1+0.0463) * max(0,X6-0.722) + 0.0234*max(0,X2-1.49) * abs(X2) - 0.0178*max(0,X1+0.812) + 0.0141*max(0,-1.24-X3) * max(0,X6-0.722) + 0.0135*abs(X4) * max(0,-1.24-X3) - 0.000389*max(0,0.247-X4) + 0.000381*abs(X4) * max(0,-0.410-X6)"
0.0,556_analcatdata_apnea2,ITEARegressor,ok,3.0,0.1136320276926563,3114.9056327108083,2.0,13.0,1869.7,,13343.842*tanh(x_0**-1) + -5652.856*cos(x_0) + -7211.46
0.001,556_analcatdata_apnea2,ITEARegressor,ok,3.0,0.113640589997316,3114.890587697757,2.0,13.0,1930.9,,13344.93*tanh(x_0**-1) + -5653.163*cos(x_0) + -7212.007
0.01,556_analcatdata_apnea2,ITEARegressor,ok,3.0,0.1137174911332967,3114.7554597700764,2.0,13.0,1861.7,,-5655.927*cos(x_0) + 13354.716*tanh(x_0**-1) + -7216.928
0.1,556_analcatdata_apnea2,ITEARegressor,ok,3.0,0.1144707015034504,3113.431635394434,2.0,13.0,1934.4,,13452.582*tanh(x_0**-1) + -5683.565*cos(x_0) + -7266.143
0.0,556_analcatdata_apnea2,MRGPRegressor,ok,3.0,0.1616437197466731,3029.3690047569817,389.0,129.0,3104.3,,"div(sub(sub(sin(div(quart(div(div(X3, sub(X1, X2)), log(log(sin(cube(cube(X3))))))), div(quart(X2), log(div(log(log(sin(X3))), X1))))), X1), div(quart(div(X3, log(log(sin(cube(sub(X2, sin(X1)))))))), sin(X3))), cube(log(quart(sin(log(log(div(div(sin(X1), sub(X1, X2)), log(log(sin(cube(sub(X2, div(sub(sub(sin(div(quart(div(div(X3, sub(X1, X2)), log(log(sin(cube(cube(X3))))))), div(quart(sub(sin(X1), X2)), log(div(log(log(sin(cube(sub(X2, sin(X1)))))), X3))))), X1), div(quart(div(div(sin(sin(X1)), sub(X1, X2)), log(log(sin(cube(sub(X2, sin(X1)))))))), sin(X3))), cube(log(quart(sin(cube(sin(cube(log(sub(X1, X2)))))))))))))))))))))))"
0.001,556_analcatdata_apnea2,MRGPRegressor,ok,3.0,-1.0086885561323575,4689.150472082046,422.0,140.0,3036.6,,"div(sub(quart(div(div(X1, exp(X1)), div(div(cos(sub(sin(X1), X2)), sin(X2)), X3))), cos(sqrt(log(div(X2, sub(div(X2, div(sqrt(X2), sub(sin(X1), X2))), X2)))))), log(div(sub(quart(div(cube(exp(div(sin(X2), sub(X1, X2)))), log(log(div(X2, cube(exp(div(sin(X2), sub(X1, X2))))))))), cos(quart(div(div(div(div(div(div(square(sin(log(div(div(X1, sub(X1, X2)), X3)))), quart(quart(X3))), quart(div(div(X1, sub(cube(div(X1, sub(sin(X3), X2))), X2)), X1))), sub(sin(X1), X3)), add(cos(add(div(X3, X1), mul(quart(div(div(sqrt(div(sin(X2), sub(X1, X2))), sub(sin(X1), X2)), log(log(div(quart(X3), log(X3)))))), X2))), X1)), sub(cube(X1), X2)), square(square(X1)))))), log(sin(exp(sin(X1)))))))"
0.01,556_analcatdata_apnea2,MRGPRegressor,ok,3.0,0.5640205995854244,2184.594578068254,443.0,147.0,3093.3,,"div(div(cube(mul(sub(sin(exp(X3)), div(cube(sin(X1)), sub(sin(X1), X2))), div(sub(X3, X2), sqrt(X2)))), mul(mul(div(div(X3, log(div(add(X3, X2), cos(square(add(X3, X1)))))), cube(quart(sin(square(log(sub(X3, X2))))))), X2), cos(log(sub(sub(quart(X2), X2), square(square(X1))))))), cube(sub(div(div(cube(mul(sub(X2, div(X1, sub(div(cube(sin(X1)), sub(sin(X1), mul(div(div(sin(X1), log(div(add(X3, X2), sub(quart(div(div(sin(X1), mul(sqrt(sin(quart(div(exp(div(X2, log(mul(sub(exp(X2), sin(X1)), X1)))), square(X2))))), cos(log(sub(sub(quart(X2), X2), square(square(X1))))))), log(exp(X3)))), X1)))), cube(quart(sin(square(X1))))), X2))), X2))), X1)), mul(quart(cos(X1)), cube(cos(cube(X3))))), cube(quart(sin(square(log(sub(X2, X1))))))), X1)))"
0.1,556_analcatdata_apnea2,MRGPRegressor,timeout,,,,,,,wall clock > 3900s,
0.0,556_analcatdata_apnea2,OperonRegressor,ok,3.0,-28.701962884371994,18031.4412870532,82.0,84.0,55.8,,((-0.2167744339) + (1.2697061300 * ((((sin((2.6319298744 * X2)) + 0.6246647835) ^ 2) * (((-5.6763081551) + (-62.9094772339)) + (((sin(sin(((-4.1736717224) * X3))) + (((2.0952644348 * X3) + 4.4375958443) * (26.5058116913 * X3))) * sin((24.4934673309 * X2))) + (((-4.1757736206) * X1) + sin(((1.5776755810 * X2) ^ 2)))))) / ((((((-1.2920836210) * X1) + (1.5776014328 * X2)) / sin((2.5115773678 * X1))) / (sin((((-5.8951859474) * X1) + sin((63.3710975647 * X2)))) * (0.8327550292 - sin(((3.2278962135 * X3) + 2.1056654453))))) / ((-0.0080763176) * X2)))))
0.001,556_analcatdata_apnea2,OperonRegressor,ok,3.0,0.8619784164767116,1229.1683511611493,79.0,79.0,53.9,,((-0.2567200065) + (1.0951586962 * (((((((-3.0062134266) * X1) - (1.7823381424 * X2)) * exp((sin((3.2580132484 * X2)) + sin(sin((61.9810791016 * X3)))))) - exp((sin(sin((2.6488981247 * X2))) / (exp(((-0.7693496346) * X1)) - (0.5512024760 * X1))))) / (exp((2.1435487270 / 0.3559409678)) - (61.6262474060 * X3))) / cos(((exp(((-1.2276149988) * X1)) - (0.9583989382 * X1)) * (sin(((-50.8736763000) * X1)) / (sin(((-50.8806953430) * X1)) - cos((cos(((-3.0062134266) * X1)) + cos(((-3.0552110672) * X1)))))))))))
0.01,556_analcatdata_apnea2,OperonRegressor,ok,3.0,0.8352636906722765,1342.8655501120168,78.0,79.0,51.5,,((-0.2336025387) + (1.0819060802 * ((((85.5574111938 / cos(sin(((-1.6572060585) * X3)))) + ((((73.3283615112 * X1) - ((-3.4547255039) * X2)) - ((-3.5916438103) * X2)) / cos((1.6088947058 * X1)))) * ((((-15.1060953140) * X3) - 117.4804382324) * (cos(((-0.8173463941) * X2)) - (cos((102.8950805664 * X2)) + ((-0.7299899459) / cos(29.2373523712)))))) * ((((sin(cos(sin(((-2.3249714375) * X3)))) / (((-0.7299899459) / cos(117.4804382324)) - (38.0088272095 * X2))) / (((218.9815063477 * X1) - 104.0577163696) - (77.3484573364 * X2))) + (-0.0031554024)) ^ 2))))
0.1,556_analcatdata_apnea2,OperonRegressor,ok,3.0,-3.116449740683784,6712.731482388164,86.0,86.0,46.7,,((-0.0000045336) + (0.9999759197 * ((((((sin(((-4.2696118355) * X2)) + (0.0828381032 * X1)) / sin(((-4.4495401382) * X2))) * ((sin(((-2.0055615902) * X3)) / exp((7.8160643578 * X1))) * (((-0.0000030433) * X3) + (-0.0000010465)))) - 0.2335430384) - (0.0069045937 * X1)) + (((-0.0975954235) - (((-0.0311493147) - ((sin(((-2.2956292629) * X2)) / cos((2.1454436779 * X1))) * ((((-0.0022659244) * X1) + ((-0.0010177167) * X2)) - sin((0.0055324193 * X3))))) * ((((-0.9015374184) * X3) + 0.0240402855) + sin(((-3.1422872543) * X3))))) * (sin(((-4.3654127121) * X2)) + ((-0.0445436016) * X1))))))
0.0,556_analcatdata_apnea2,ffx,ok,3.0,0.9430388394135524,789.6366207924624,341.0,385.0,7.9,,"0.841 + 99.2*max(0,X1-0.999) * max(0,X0-1.06) - 19.6*abs(X0) * max(0,X1-0.999) + 16.1*max(0,0.685-X0) * max(0,X1-0.999) - 15.2*abs(X1) * max(0,X0-1.06) + 10.4*max(0,0.629-X1) * max(0,X0-1.06) - 6.87*max(0,X1+0.481) * max(0,X0-1.06) - 5.77*max(0,X2-1.10) * max(0,X1-0.999) - 5.61*max(0,X1-0.999) - 5.25*abs(X0) * max(0,X0-1.06) - 4.47*max(0,X2-1.10) * max(0,X0-1.06) + 3.57*max(0,-0.827-X0) + 2.85*abs(X1) * abs(X0) - 2.78*max(0,0.629-X1) - 2.75*max(0,0.685-X0) * abs(X1) + 2.74*max(0,X0-1.06) + 2.37*max(0,0.629-X1) * max(0,0.685-X0) - 1.82*max(0,-0.851-X1) - 1.80*max(0,0.685-X0) * abs(X0) + 1.74*max(0,X1+0.481) * abs(X0) - 1.61*max(0,0.629-X1) * abs(X0) - 1.59*max(0,X1+0.481) * max(0,X1-0.999) + 1.19*max(0,0.629-X1) * abs(X1) + 1.14*abs(X0) - 1.13*max(0,X2-1.10) * max(0,0.685-X0) + 1.04*max(0,X2-1.10) * abs(X1) - 1.04*max(0,X2-1.10) * max(0,0.629-X1) + 0.943*abs(X1) + 0.906*max(0,X2-1.10) * abs(X0) + 0.834*max(0,X2-1.10) + 0.709*abs(X1) * max(0,X1-0.999) - 0.530*max(0,X1+0.481) * max(0,0.685-X0) - 0.359*max(0,X1+0.481) + 0.132*max(0,X2-0.301) + 0.0968*max(0,-0.502-X2) + 0.0934*max(0,X1+0.481) * abs(X1) + 0.0796*max(0,0.685-X0)"
0.001,556_analcatdata_apnea2,ffx,ok,3.0,0.9440625765505912,782.5085575698726,314.0,355.0,7.4,,"0.561 + 98.9*max(0,X1-0.999) * max(0,X0-1.06) - 19.5*abs(X0) * max(0,X1-0.999) + 16.1*max(0,0.685-X0) * max(0,X1-0.999) - 15.0*abs(X1) * max(0,X0-1.06) + 10.2*max(0,0.629-X1) * max(0,X0-1.06) - 7.07*max(0,X1+0.481) * max(0,X0-1.06) - 5.76*max(0,X2-1.10) * max(0,X1-0.999) - 4.73*max(0,X1-0.999) - 4.43*max(0,X2-1.10) * max(0,X0-1.06) + 2.82*abs(X1) * abs(X0) - 2.70*max(0,0.685-X0) * abs(X1) - 2.33*abs(X0) * max(0,X0-1.06) + 2.31*max(0,0.629-X1) * max(0,0.685-X0) - 2.23*max(0,X1+0.481) * max(0,X1-0.999) - 1.91*max(0,0.629-X1) + 1.74*max(0,X1+0.481) * abs(X0) - 1.59*max(0,0.629-X1) * abs(X0) + 1.50*abs(X1) + 1.27*max(0,-0.827-X0) - 1.12*max(0,X2-1.10) * max(0,0.685-X0) - 1.04*max(0,X2-1.10) * max(0,0.629-X1) + 1.04*max(0,X2-1.10) * abs(X1) + 0.902*max(0,X2-1.10) * abs(X0) + 0.831*max(0,X2-1.10) - 0.625*max(0,0.685-X0) - 0.591*max(0,X1+0.481) * max(0,0.685-X0) - 0.566*max(0,0.685-X0) * abs(X0) - 0.509*max(0,-0.851-X1) + 0.322*abs(X0) + 0.298*max(0,0.629-X1) * abs(X1) + 0.134*max(0,X0+0.449) + 0.131*max(0,X2-0.301) + 0.0962*max(0,-0.502-X2)"
0.01,556_analcatdata_apnea2,ffx,ok,3.0,0.9419552245183618,797.1121600404476,362.0,410.0,7.6,,"1.45 + 99.6*max(0,X1-0.999) * max(0,X0-1.06) - 19.6*abs(X0) * max(0,X1-0.999) + 16.1*max(0,0.685-X0) * max(0,X1-0.999) - 15.1*abs(X1) * max(0,X0-1.06) + 10.3*max(0,0.629-X1) * max(0,X0-1.06) - 7.06*max(0,X1+0.481) * max(0,X0-1.06) - 6.03*max(0,X2-1.10) * max(0,X1-0.999) - 5.46*max(0,X1-0.999) - 4.57*max(0,X2-1.10) * max(0,X0-1.06) - 3.75*abs(X0) * max(0,X0-1.06) - 3.09*max(0,X1+0.481) * max(0,0.629-X1) + 2.85*abs(X1) * abs(X0) - 2.72*max(0,0.685-X0) * abs(X1) + 2.58*max(0,-0.827-X0) + 2.34*max(0,0.629-X1) * max(0,0.685-X0) - 2.14*max(0,0.629-X1) + 1.73*max(0,X1+0.481) * abs(X0) - 1.62*max(0,0.629-X1) * abs(X0) + 1.27*max(0,X0-1.06) - 1.26*max(0,0.685-X0) * abs(X0) - 1.14*max(0,X2-1.10) * max(0,0.685-X0) + 0.912*max(0,X2-1.10) * abs(X0) + 0.817*max(0,X2-1.10) * abs(X1) + 0.778*abs(X0) - 0.730*max(0,X1+0.481) * max(0,X1-0.999) - 0.701*max(0,X2-1.10) * max(0,0.629-X1) + 0.669*max(0,0.629-X1) * abs(X1) + 0.668*abs(X1) * max(0,X1-0.999) + 0.665*max(0,-0.502-X2) + 0.620*max(0,X2-1.10) - 0.570*max(0,X1+0.481) * max(0,0.685-X0) + 0.489*max(0,-0.851-X1) - 0.427*max(0,-0.100-X2) + 0.412*max(0,X1+0.481) * max(0,X2-1.10) - 0.211*max(0,0.685-X0) - 0.0968*abs(X1) + 0.0743*max(0,X0+0.449) + 0.0408*max(0,X2-0.301)"
0.1,556_analcatdata_apnea2,ffx,ok,3.0,0.9420621890684344,796.3773647079134,362.0,410.0,8.1,,"1.57 + 99.5*max(0,X1-0.999) * max(0,X0-1.06) - 19.6*abs(X0) * max(0,X1-0.999) + 16.0*max(0,0.685-X0) * max(0,X1-0.999) - 15.2*abs(X1) * max(0,X0-1.06) + 10.5*max(0,0.629-X1) * max(0,X0-1.06) - 6.91*max(0,X1+0.481) * max(0,X0-1.06) - 5.89*max(0,X1-0.999) - 5.74*max(0,X2-1.10) * max(0,X1-0.999) - 4.42*max(0,X2-1.10) * max(0,X0-1.06) - 4.26*abs(X0) * max(0,X0-1.06) - 3.55*max(0,X1+0.481) * max(0,0.629-X1) + 2.88*max(0,-0.827-X0) + 2.85*abs(X1) * abs(X0) - 2.74*max(0,0.685-X0) * abs(X1) + 2.42*max(0,0.629-X1) * max(0,0.685-X0) - 2.21*max(0,0.629-X1) + 1.75*max(0,X1+0.481) * abs(X0) + 1.66*max(0,X0-1.06) - 1.60*max(0,0.629-X1) * abs(X0) + 1.44*abs(X1) * max(0,X1-0.999) - 1.42*max(0,0.685-X0) * abs(X0) - 1.11*max(0,X2-1.10) * max(0,0.685-X0) + 0.872*max(0,X2-1.10) * abs(X0) + 0.861*abs(X0) - 0.817*max(0,X1+0.481) * max(0,X1-0.999) + 0.808*max(0,X2-1.10) * abs(X1) + 0.769*max(0,0.629-X1) * abs(X1) - 0.742*max(0,X2-1.10) * max(0,0.629-X1) + 0.674*max(0,X2-1.10) + 0.562*max(0,-0.502-X2) + 0.493*max(0,-0.851-X1) - 0.487*max(0,X1+0.481) * max(0,0.685-X0) - 0.365*max(0,-0.100-X2) - 0.358*abs(X1) + 0.325*max(0,X1+0.481) * max(0,X2-1.10) - 0.202*max(0,0.685-X0) + 0.0628*max(0,X0+0.449) + 0.0445*max(0,X2-0.301)"
0.0,557_analcatdata_apnea1,ITEARegressor,ok,3.0,0.1048956477280768,3023.257203693493,2.0,13.0,1965.3,,-5466.692*cos(x_0) + 12858.599*tanh(x_0**-1) + -6934.263
0.001,557_analcatdata_apnea1,ITEARegressor,ok,3.0,0.1048747971846678,3023.292415335752,2.0,13.0,1993.1,,12864.274*tanh(x_0**-1) + -5469.232*cos(x_0) + -6937.374
0.01,557_analcatdata_apnea1,ITEARegressor,ok,3.0,0.1046826057307771,3023.616961989751,2.0,13.0,1988.0,,12915.35*tanh(x_0**-1) + -5492.093*cos(x_0) + -6965.373
0.1,557_analcatdata_apnea1,ITEARegressor,ok,3.0,0.1023115714341197,3027.617978514837,2.0,13.0,1995.6,,-5720.706*cos(x_0) + 13426.11*tanh(x_0**-1) + -7245.368
0.0,557_analcatdata_apnea1,MRGPRegressor,ok,3.0,-1.3793459300614672,4929.093496234415,431.0,143.0,3014.1,,"div(add(div(div(sin(X2), sub(sin(X1), X2)), sqrt(mul(quart(X3), X1))), X3), div(quart(sqrt(div(quart(quart(X3)), div(mul(sin(div(sin(X1), sub(sin(X2), X2))), square(log(X1))), div(sub(quart(div(div(sin(sin(square(exp(X1)))), sub(X1, X2)), log(log(X2)))), cos(X1)), log(sin(exp(sin(square(X3)))))))))), div(div(add(div(div(X2, sub(sin(X1), X2)), sqrt(mul(X1, cos(X2)))), X3), div(quart(sqrt(div(quart(quart(X3)), div(mul(sin(div(sin(X1), sub(sin(X1), X2))), square(log(X1))), div(sub(quart(div(div(sin(sin(square(exp(X1)))), sub(X1, X2)), log(log(X2)))), cos(X1)), log(sin(exp(sin(square(X3)))))))))), div(sub(quart(div(X1, log(log(X2)))), sin(X1)), log(sin(exp(sin(X3))))))), log(sin(exp(sin(sub(sin(X1), X2))))))))"
